id,kentAtlasiDegeriKodu,kentAtlasiDegeri,gecirimsizlikKatmani,tucbsNo,aciklama,gecerlilikBaslangici,gecerlilikSonu,gozlemTarihi,hilucsAraziKullanimi,hilucsDurumu,olcek,surumBaslangicZamani,surumBitisZamani,total_population,estimated_water_supply,population_pressure,urban_water_stress_score
sehirAtlasi.228,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984419,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.1178420365733215,0.0,0.0
sehirAtlasi.229,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984420,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.0132767179272586,0.0,0.0
sehirAtlasi.230,12120,Ticaret Alanları,16,CBSGM_1_338497,,2020-01-07 00:00:00+00:00,,,,,1:10000,,,0.0,2.428726987000839,0.0,0.0
sehirAtlasi.231,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984421,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,1.112909070636685,0.0,0.0
sehirAtlasi.232,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),40,CBSGM_1_7984422,,2019-02-14 00:00:00+00:00,,,,,1:10000,,,0.0,1.0797871279074613,0.0,0.0
sehirAtlasi.233,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),43,CBSGM_1_7984423,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.2811609489136597,0.0,0.0
sehirAtlasi.234,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),29,CBSGM_1_7984424,,2019-02-09 00:00:00+00:00,,,,,1:10000,,,0.0,1.178201881578533,0.0,0.0
sehirAtlasi.235,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984425,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.2321704371850646,0.0,0.0
sehirAtlasi.236,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984426,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.2103497420541394,0.0,0.0
sehirAtlasi.237,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),57,CBSGM_1_7984427,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.2274595700146247,0.0,0.0
sehirAtlasi.238,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984428,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.2181821791491023,0.0,0.0
sehirAtlasi.239,12120,Ticaret Alanları,5,CBSGM_1_338496,,2019-02-19 00:00:00+00:00,,,,,1:10000,,,0.0,2.4256901290378687,0.0,0.0
sehirAtlasi.240,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),32,CBSGM_1_7984429,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.0738747469443783,0.0,0.0
sehirAtlasi.241,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984430,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.0131296314396403,0.0,0.0
sehirAtlasi.242,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),16,CBSGM_1_7984431,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.1921784858882605,0.0,0.0
sehirAtlasi.243,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),25,CBSGM_1_7984432,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.3250655269368954,0.0,0.0
sehirAtlasi.244,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984433,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,0.9866526067148436,0.0,0.0
sehirAtlasi.245,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),24,CBSGM_1_7984434,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.327018628486917,0.0,0.0
sehirAtlasi.246,12120,Ticaret Alanları,13,CBSGM_1_338498,,2019-02-19 00:00:00+00:00,,,,,1:10000,,,0.0,2.435732037064627,0.0,0.0
sehirAtlasi.247,12120,Ticaret Alanları,2,CBSGM_1_338499,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.428610800222062,0.0,0.0
sehirAtlasi.248,14100,Kent İçindeki Yeşil Alanlar ( Pasif ),0,CBSGM_1_338500,,2020-01-07 00:00:00+00:00,,,,,1:10000,,,0.0,2.4555631369774975,0.0,0.0
sehirAtlasi.221,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984412,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,0.9831943368200331,0.0,0.0
sehirAtlasi.219,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984410,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.2667957368591722,0.0,0.0
sehirAtlasi.190,11100,Sürekli Kentsel Alan (> 80%),37,CBSGM_1_7984384,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.2098366019633569,0.0,0.0
sehirAtlasi.218,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),0,CBSGM_1_7984409,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.254073768373413,0.0,0.0
sehirAtlasi.191,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),44,CBSGM_1_7984385,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.7974168786806248,0.0,0.0
sehirAtlasi.192,22000,Sürekli Ürünler,2,CBSGM_1_7984386,,2019-05-31 00:00:00+00:00,,,,,1:10000,,,0.0,1.2811659766073873,0.0,0.0
sehirAtlasi.193,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984387,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.2201040877922895,0.0,0.0
sehirAtlasi.194,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984388,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.1901850683412751,0.0,0.0
sehirAtlasi.195,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984389,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.2317819919077886,0.0,0.0
sehirAtlasi.196,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984390,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.2406487525655425,0.0,0.0
sehirAtlasi.197,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984391,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.2031002230242045,0.0,0.0
sehirAtlasi.198,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),47,CBSGM_1_7984392,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.8049846521814845,0.0,0.0
sehirAtlasi.199,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),18,CBSGM_1_143230,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.0159087920428003,0.0,0.0
sehirAtlasi.200,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),19,CBSGM_1_143231,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,0.9961641981297081,0.0,0.0
sehirAtlasi.201,11100,Sürekli Kentsel Alan (> 80%),69,CBSGM_1_7984393,,2019-02-20 00:00:00+00:00,,,,,1:10000,,,0.0,1.2470022578465163,0.0,0.0
sehirAtlasi.202,12120,Ticaret Alanları,42,CBSGM_1_7984394,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.139706211373947,0.0,0.0
sehirAtlasi.203,11100,Sürekli Kentsel Alan (> 80%),47,CBSGM_1_7984395,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.6954055781058901,0.0,0.0
sehirAtlasi.204,14200,Spor Ve Eğlence Alanları,0,CBSGM_1_7984396,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.141579670263296,0.0,0.0
sehirAtlasi.205,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),2,CBSGM_1_7984397,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5571868771293813,0.0,0.0
sehirAtlasi.206,14120,Kent İçindeki Yeşil Alanlar ( Aktif ),0,CBSGM_1_338491,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.4868460792909985,0.0,0.0
sehirAtlasi.207,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984398,,2019-02-22 00:00:00+00:00,,,,,1:10000,,,0.0,1.0701709544427602,0.0,0.0
sehirAtlasi.208,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984399,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.219097826189866,0.0,0.0
sehirAtlasi.209,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),24,CBSGM_1_7984400,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.559780373669074,0.0,0.0
sehirAtlasi.210,11100,Sürekli Kentsel Alan (> 80%),27,CBSGM_1_7984401,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.4019921183034514,0.0,0.0
sehirAtlasi.211,14120,Kent İçindeki Yeşil Alanlar ( Aktif ),0,CBSGM_1_7984402,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.2817484516490327,0.0,0.0
sehirAtlasi.212,14120,Kent İçindeki Yeşil Alanlar ( Aktif ),0,CBSGM_1_7984403,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.2890045439799054,0.0,0.0
sehirAtlasi.213,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984404,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.2347856561500716,0.0,0.0
sehirAtlasi.214,12170,İbadethane Alanları,0,CBSGM_1_7984405,,2019-05-29 00:00:00+00:00,,,,,1:10000,,,0.0,1.4105029706731274,0.0,0.0
sehirAtlasi.215,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984406,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.4139876148432218,0.0,0.0
sehirAtlasi.216,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),30,CBSGM_1_7984407,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.6198281108151225,0.0,0.0
sehirAtlasi.217,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),34,CBSGM_1_7984408,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.1962504306170336,0.0,0.0
sehirAtlasi.127,11100,Sürekli Kentsel Alan (> 80%),38,CBSGM_1_7984157,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.1751477644444446,0.0,0.0
sehirAtlasi.125,12130,Kamu Alanları,24,CBSGM_1_7984155,,2019-05-27 00:00:00+00:00,,,,,1:10000,,,0.0,1.3218464130735073,0.0,0.0
sehirAtlasi.250,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),22,CBSGM_1_7984436,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.1216706092375182,0.0,0.0
sehirAtlasi.47,11100,Sürekli Kentsel Alan (> 80%),26,CBSGM_1_7984236,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.4095455000162767,0.0,0.0
sehirAtlasi.34,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984224,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,0.8172116852667668,0.0,0.0
sehirAtlasi.35,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984225,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,0.8343591605513464,0.0,0.0
sehirAtlasi.36,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984226,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.2136503789630368,0.0,0.0
sehirAtlasi.37,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984227,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,0.7783213540926526,0.0,0.0
sehirAtlasi.38,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),17,CBSGM_1_7984228,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.7504142288985951,0.0,0.0
sehirAtlasi.39,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984229,,2019-02-19 00:00:00+00:00,,,,,1:10000,,,0.0,0.6959957836211941,0.0,0.0
sehirAtlasi.40,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984230,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,0.8804383792745194,0.0,0.0
sehirAtlasi.41,12220,Diğer Yollar ve İlgili Alanlar,2,CBSGM_1_7984231,,2019-11-14 00:00:00+00:00,,,,,1:10000,,,0.0,1.2735570508358487,0.0,0.0
sehirAtlasi.42,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7078887,,2019-11-14 00:00:00+00:00,,,,,1:10000,,,0.0,1.6454166982037688,0.0,0.0
sehirAtlasi.43,12110,Sanayi ve Üretim Alanları,9,CBSGM_1_7984232,,2019-05-24 00:00:00+00:00,,,,,1:10000,,,0.0,1.196182937365064,0.0,0.0
sehirAtlasi.44,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984233,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,0.7166751955098062,0.0,0.0
sehirAtlasi.45,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984234,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5532336874414859,0.0,0.0
sehirAtlasi.46,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),42,CBSGM_1_7984235,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.1779243282709062,0.0,0.0
sehirAtlasi.48,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7984237,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.2754594209794532,0.0,0.0
sehirAtlasi.124,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),46,CBSGM_1_7984154,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.3406567771209006,0.0,0.0
sehirAtlasi.49,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),31,CBSGM_1_7984238,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.4075290257755577,0.0,0.0
sehirAtlasi.50,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),22,CBSGM_1_7984239,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.3536057070583538,0.0,0.0
sehirAtlasi.51,11100,Sürekli Kentsel Alan (> 80%),55,CBSGM_1_7984240,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.0536920034895547,0.0,0.0
sehirAtlasi.52,11100,Sürekli Kentsel Alan (> 80%),47,CBSGM_1_7984241,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.0598874503899742,0.0,0.0
sehirAtlasi.53,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),30,CBSGM_1_7984280,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.9361059492383941,0.0,0.0
sehirAtlasi.54,14110,Mezarlık Alanları,0,CBSGM_1_7984242,,2019-05-28 00:00:00+00:00,,,,,1:10000,,,0.0,1.2495958307564914,0.0,0.0
sehirAtlasi.55,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),43,CBSGM_1_7984243,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,0.9496659983807118,0.0,0.0
sehirAtlasi.56,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),40,CBSGM_1_7984244,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7874384744962306,0.0,0.0
sehirAtlasi.57,11100,Sürekli Kentsel Alan (> 80%),26,CBSGM_1_7984245,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.0936099775499448,0.0,0.0
sehirAtlasi.58,11100,Sürekli Kentsel Alan (> 80%),39,CBSGM_1_7984246,,2019-02-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.688191530343433,0.0,0.0
sehirAtlasi.59,11100,Sürekli Kentsel Alan (> 80%),45,CBSGM_1_7984247,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.0954013807703307,0.0,0.0
sehirAtlasi.60,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),4,CBSGM_1_7984248,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.4175731914965541,0.0,0.0
sehirAtlasi.61,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),0,CBSGM_1_7984249,,2019-02-19 00:00:00+00:00,,,,,1:10000,,,0.0,1.1786206342506858,0.0,0.0
sehirAtlasi.33,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7984223,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.3982818649914566,0.0,0.0
sehirAtlasi.32,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),12,CBSGM_1_7984222,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.3627669274752767,0.0,0.0
sehirAtlasi.31,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),12,CBSGM_1_7984221,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.3714485184836036,0.0,0.0
sehirAtlasi.30,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984220,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.0636644257966688,0.0,0.0
sehirAtlasi.3,11240,Çok Düşük Yoğunluklu Süreksiz Kentsel Alan (< 10%),6,CBSGM_1_338822,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.4008022554449617,0.0,0.0
sehirAtlasi.4,12150,Eğitim Alanları,20,CBSGM_1_338823,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.392885753013285,0.0,0.0
sehirAtlasi.5,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984196,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.2761406518706138,0.0,0.0
sehirAtlasi.6,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984197,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,1.169544518594436,0.0,0.0
sehirAtlasi.7,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984198,,2019-02-19 00:00:00+00:00,,,,,1:10000,,,0.0,0.7230530942316293,0.0,0.0
sehirAtlasi.8,11100,Sürekli Kentsel Alan (> 80%),46,CBSGM_1_7984199,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,1.0167621698336216,0.0,0.0
sehirAtlasi.9,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984200,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.2777019737715296,0.0,0.0
sehirAtlasi.10,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984201,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.5600438860407455,0.0,0.0
sehirAtlasi.11,14120,Kent İçindeki Yeşil Alanlar ( Aktif ),0,CBSGM_1_7984202,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.1370833386582833,0.0,0.0
sehirAtlasi.12,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984203,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.1864628062273699,0.0,0.0
sehirAtlasi.13,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984204,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.145592039429689,0.0,0.0
sehirAtlasi.14,11100,Sürekli Kentsel Alan (> 80%),48,CBSGM_1_7984279,,2019-02-20 00:00:00+00:00,,,,,1:10000,,,0.0,1.2505819498175,0.0,0.0
sehirAtlasi.15,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),0,CBSGM_1_7984205,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,0.9873420344392743,0.0,0.0
sehirAtlasi.16,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984206,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.135519311332513,0.0,0.0
sehirAtlasi.17,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7984207,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,1.209746088211358,0.0,0.0
sehirAtlasi.18,11100,Sürekli Kentsel Alan (> 80%),43,CBSGM_1_7984208,,2019-02-20 00:00:00+00:00,,,,,1:10000,,,0.0,1.1133539520173446,0.0,0.0
sehirAtlasi.19,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984209,,2019-02-21 00:00:00+00:00,,,,,1:10000,,,0.0,0.6884932859131131,0.0,0.0
sehirAtlasi.20,11100,Sürekli Kentsel Alan (> 80%),44,CBSGM_1_7984210,,2019-02-20 00:00:00+00:00,,,,,1:10000,,,0.0,1.2208466780566578,0.0,0.0
sehirAtlasi.21,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),30,CBSGM_1_7984211,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,0.8921465515812437,0.0,0.0
sehirAtlasi.22,13400,Mevcut Kullanımı Olmayan Alanlar,0,CBSGM_1_7984212,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.939940149313582,0.0,0.0
sehirAtlasi.23,11100,Sürekli Kentsel Alan (> 80%),18,CBSGM_1_7984213,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.9893165917692105,0.0,0.0
sehirAtlasi.24,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984214,,2019-02-21 00:00:00+00:00,,,,,1:10000,,,0.0,1.1705811902847139,0.0,0.0
sehirAtlasi.25,11100,Sürekli Kentsel Alan (> 80%),37,CBSGM_1_7984215,,2019-02-20 00:00:00+00:00,,,,,1:10000,,,0.0,1.326529772130438,0.0,0.0
sehirAtlasi.26,11210,Yüksek Yoğunluklu Süreksiz Kentsel Alan (50% - 80%),52,CBSGM_1_7984216,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.0492339525619796,0.0,0.0
sehirAtlasi.27,14100,Kent İçindeki Yeşil Alanlar ( Pasif ),0,CBSGM_1_7984217,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.3603521665065537,0.0,0.0
sehirAtlasi.28,14100,Kent İçindeki Yeşil Alanlar ( Pasif ),0,CBSGM_1_7984218,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.2253128525042976,0.0,0.0
sehirAtlasi.29,12110,Sanayi ve Üretim Alanları,29,CBSGM_1_7984219,,2019-05-23 00:00:00+00:00,,,,,1:10000,,,0.0,1.1365691241649905,0.0,0.0
sehirAtlasi.62,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984250,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.708244760098345,0.0,0.0
sehirAtlasi.63,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984251,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.7064740968602727,0.0,0.0
sehirAtlasi.64,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984252,,2019-02-11 00:00:00+00:00,,,,,1:10000,,,0.0,0.7069152711409988,0.0,0.0
sehirAtlasi.95,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),15,CBSGM_1_7984286,,2019-11-09 00:00:00+00:00,,,,,1:10000,,,0.0,1.1453097390657803,0.0,0.0
sehirAtlasi.97,12170,İbadethane Alanları,18,CBSGM_1_141713,,2019-06-17 00:00:00+00:00,,,,,1:10000,,,0.0,0.5542568553150976,0.0,0.0
sehirAtlasi.98,11230,Düşük Yoğunluklu Süreksiz Kentsel Alan (10% - 30%),16,CBSGM_1_141714,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,0.5545971977447013,0.0,0.0
sehirAtlasi.99,12130,Kamu Alanları,0,CBSGM_1_7984288,,2019-06-12 00:00:00+00:00,,,,,1:10000,,,0.0,1.1426779798046138,0.0,0.0
sehirAtlasi.100,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),23,CBSGM_1_141715,,2019-02-07 00:00:00+00:00,,,,,1:10000,,,0.0,0.5551001616557494,0.0,0.0
sehirAtlasi.101,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984289,,2019-02-05 00:00:00+00:00,,,,,1:10000,,,0.0,1.1210521500768522,0.0,0.0
sehirAtlasi.102,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984290,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,1.1255816205748719,0.0,0.0
sehirAtlasi.103,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984291,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,0.8067400756741628,0.0,0.0
sehirAtlasi.104,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984292,,2019-11-13 00:00:00+00:00,,,,,1:10000,,,0.0,0.5805763149947929,0.0,0.0
sehirAtlasi.105,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984293,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.0563783744347084,0.0,0.0
sehirAtlasi.106,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984294,,2019-02-04 00:00:00+00:00,,,,,1:10000,,,0.0,0.9953257440122018,0.0,0.0
sehirAtlasi.107,12220,Diğer Yollar ve İlgili Alanlar,0,CBSGM_1_7984295,,2019-02-19 00:00:00+00:00,,,,,1:10000,,,0.0,0.745637127693803,0.0,0.0
sehirAtlasi.108,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),43,CBSGM_1_7984140,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.7596186197339115,0.0,0.0
sehirAtlasi.109,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),29,CBSGM_1_7984141,,2019-02-12 00:00:00+00:00,,,,,1:10000,,,0.0,0.6848180593620289,0.0,0.0
sehirAtlasi.110,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),39,CBSGM_1_7984142,,2019-02-08 00:00:00+00:00,,,,,1:10000,,,0.0,1.1183319440210853,0.0,0.0
sehirAtlasi.111,12150,Eğitim Alanları,26,CBSGM_1_338812,,2019-02-18 00:00:00+00:00,,,,,1:10000,,,0.0,2.4283473086172105,0.0,0.0
sehirAtlasi.112,11220,Orta Yoğunluklu Süreksiz Kentsel Alan (30% - 50%),13,CBSGM_1_7984143,,2019-02-06 00:00:00+00:00,,,,,1:10000,,,0.0,1.445771213461465,0.0,0.0
